name,type,id,rarity,star,armor_type,nationality,oxy_max,s_durability,s_cannon,s_torpedo,s_antiaircraft,s_air,durability1,cannon1,torpedo1,antiaircraft1,air1,reload1,xxx1,hit1,dodge1,speed1,luck1,antisubmarine1,durability2,cannon2,torpedo2,antiaircraft2,air2,reload2,xxx2,hit2,dodge2,speed2,luck2,antisubmarine2,durability3,cannon3,torpedo3,antiaircraft3,air3,reload3,xxx3,hit3,dodge3,speed3,luck3,antisubmarine3,durability4,cannon4,torpedo4,antiaircraft4,air4,reload4,xxx4,hit4,dodge4,speed4,luck4,antisubmarine4,g_durability,g_cannon,g_torpedo,g_antiaircraft,g_air,g_reload,g_xxx,g_hit,g_dodge,g_speed,g_luck,g_antisubmarine,ge_durability,ge_cannon,ge_torpedo,ge_antiaircraft,ge_air,ge_reload,ge_xxx,ge_hit,ge_dodge,ge_speed,ge_luck,ge_antisubmarine
宾夕法尼亚,5,105031,3,2,3,1,0,73,0,0,0,38,1192,74,0,40,0,50,0,21,4,21,72,0,1483,92,0,50,0,50,0,21,4,21,72,0,2065,129,0,69,0,50,0,21,4,21,72,0,2937,184,0,98,0,50,0,21,4,21,72,0,29085,730,0,776,0,250,0,306,66,0,0,0,19480,1207,0,529,0,590,0,449,684,0,0,0
亚利桑那,5,105041,4,2,3,1,0,75,0,0,0,38,1183,76,0,41,0,51,0,21,4,21,17,0,1472,95,0,51,0,51,0,21,4,21,17,0,2049,132,0,71,0,51,0,21,4,21,17,0,2914,189,0,101,0,51,0,21,4,21,17,0,28850,750,0,796,0,256,0,306,66,0,0,0,19330,1202,0,547,0,599,0,449,684,0,0,0
田纳西,5,105071,3,2,3,1,0,74,0,0,0,38,1226,74,0,39,0,51,0,22,4,21,51,0,1525,92,0,49,0,51,0,22,4,21,51,0,2123,129,0,68,0,51,0,22,4,21,51,0,3020,184,0,97,0,51,0,22,4,21,51,0,29905,736,0,772,0,256,0,318,66,0,0,0,19432,1203,0,526,0,599,0,297,734,0,0,0
加利福尼亚,5,105081,3,2,3,1,0,74,0,0,0,38,1226,74,0,39,0,51,0,22,4,21,36,0,1525,92,0,49,0,51,0,22,4,21,36,0,2123,129,0,68,0,51,0,22,4,21,36,0,3020,184,0,97,0,51,0,22,4,21,36,0,29905,736,0,772,0,256,0,318,66,0,0,0,19432,1203,0,526,0,599,0,297,734,0,0,0
科罗拉多,5,105091,4,2,3,1,0,77,0,0,0,41,1241,78,0,40,0,55,0,22,4,21,67,0,1544,97,0,50,0,55,0,22,4,21,67,0,2149,136,0,70,0,55,0,22,4,21,67,0,3057,194,0,99,0,55,0,22,4,21,67,0,30270,772,0,792,0,272,0,324,66,0,0,0,18761,1193,0,536,0,643,0,246,834,0,0,0
马里兰,5,105101,4,2,3,1,0,76,0,0,0,40,1251,77,0,40,0,54,0,20,4,21.2,70,0,1556,96,0,50,0,54,0,20,4,21.2,70,0,2166,134,0,70,0,54,0,20,4,21.2,70,0,3081,192,0,99,0,54,0,20,4,21.2,70,0,30500,764,0,792,0,268,0,300,66,0,0,0,18910,1195,0,536,0,632,0,245,834,0,0,0
西弗吉尼亚,5,105111,4,2,3,1,0,77,0,0,0,41,1241,78,0,40,0,55,0,22,4,21,61,0,1544,97,0,50,0,55,0,22,4,21,61,0,2149,136,0,70,0,55,0,22,4,21,61,0,3057,194,0,99,0,55,0,22,4,21,61,0,30270,772,0,792,0,272,0,330,66,0,0,0,18761,1193,0,536,0,643,0,240,834,0,0,0
北卡罗来纳,5,105121,5,3,3,1,0,81,0,0,0,44,1315,82,0,79,0,58,0,22,7,28,81,0,1636,102,0,98,0,58,0,22,7,28,81,0,2277,143,0,137,0,58,0,22,7,28,81,0,3239,203,0,195,0,58,0,22,7,28,81,0,32070,808,0,1540,0,290,0,330,108,0,0,0,17633,875,0,0,0,685,0,240,577,0,0,0
华盛顿,5,105131,5,3,3,1,0,81,0,0,0,44,1353,82,0,79,0,58,0,22,7,28,89,0,1683,102,0,98,0,58,0,22,7,28,89,0,2343,143,0,137,0,58,0,22,7,28,89,0,3333,203,0,195,0,58,0,22,7,28,89,0,33000,808,0,1540,0,290,0,330,108,0,0,0,18150,875,0,0,0,685,0,240,577,0,0,0
南达科他,5,105141,5,3,3,1,0,80,0,0,0,44,1345,80,0,79,0,58,0,23,7,27.8,76,0,1673,100,0,98,0,58,0,23,7,27.8,76,0,2329,140,0,137,0,58,0,23,7,27.8,76,0,3313,199,0,195,0,58,0,23,7,27.8,76,0,32800,796,0,1540,0,290,0,336,108,0,0,0,18040,881,0,0,0,685,0,244,577,0,0,0
马萨诸塞,5,105191,5,3,3,1,0,80,0,0,0,43,1303,80,0,79,0,57,0,24,7,27.5,82,0,1621,100,0,98,0,57,0,24,7,27.5,82,0,2257,140,0,137,0,57,0,24,7,27.5,82,0,3210,199,0,195,0,57,0,24,7,27.5,82,0,31790,796,0,1540,0,286,0,348,108,0,0,0,17479,881,0,0,0,674,0,242,577,0,0,0
阿拉巴马,5,105201,5,3,3,1,0,80,0,0,0,42,1303,81,0,80,0,57,0,20,7,27.5,86,0,1621,101,0,100,0,57,0,20,7,27.5,86,0,2257,141,0,139,0,57,0,20,7,27.5,86,0,3210,202,0,198,0,57,0,20,7,27.5,86,0,31790,804,0,1576,0,282,0,300,108,0,0,0,17479,877,0,-27,0,663,0,245,577,0,0,0
长岛,6,106011,3,2,2,1,0,0,0,0,52,50,782,0,0,48,52,67,0,28,15,16.5,68,24,973,0,0,60,65,67,0,28,15,16.5,68,30,1354,0,0,83,91,67,0,28,15,16.5,68,42,1927,0,0,119,129,67,0,28,15,16.5,68,60,19075,0,0,940,516,332,0,408,222,0,0,238,11445,0,0,618,1131,786,0,232,1058,0,0,339
博格,6,106021,2,1,2,1,0,0,0,0,51,49,654,0,0,47,52,66,0,28,15,18,78,36,813,0,0,59,65,66,0,28,15,18,78,45,1132,0,0,82,90,66,0,28,15,18,78,63,1610,0,0,116,129,66,0,28,15,18,78,89,15940,0,0,920,510,326,0,408,228,0,0,356,11158,0,0,614,1129,777,0,232,1057,0,0,421
兰利,6,107011,2,1,2,1,0,0,0,0,37,34,744,0,0,46,38,45,0,26,15,15.5,32,23,925,0,0,57,47,45,0,26,15,15.5,32,29,1288,0,0,80,66,45,0,26,15,15.5,32,40,1832,0,0,113,94,45,0,26,15,15.5,32,57,18140,0,0,896,372,226,0,390,216,0,0,226,10878,0,0,609,881,532,0,230,1764,0,0,328
列克星敦,7,107021,4,2,2,1,0,0,0,0,75,30,1183,0,0,57,75,41,0,32,13,33.25,35,0,1472,0,0,71,94,41,0,32,13,33.25,35,0,2049,0,0,99,131,41,0,32,13,33.25,35,0,2914,0,0,141,187,41,0,32,13,33.25,35,0,28855,0,0,1120,746,202,0,468,198,0,0,0,8654,0,0,602,1201,473,0,0,862,0,0,0
萨拉托加,7,107031,4,2,2,1,0,0,0,0,75,30,1183,0,0,57,75,41,0,32,13,33.25,66,0,1472,0,0,71,94,41,0,32,13,33.25,66,0,2049,0,0,99,131,41,0,32,13,33.25,66,0,2914,0,0,141,187,41,0,32,13,33.25,66,0,28855,0,0,1120,746,202,0,468,198,0,0,0,8654,0,0,602,1201,473,0,0,862,0,0,0
突击者,6,107041,2,1,2,1,0,0,0,0,44,36,797,0,0,46,44,48,0,29,19,29.3,71,26,991,0,0,57,55,48,0,29,19,29.3,71,32,1380,0,0,80,77,48,0,29,19,29.3,71,45,1963,0,0,114,110,48,0,29,19,29.3,71,64,19435,0,0,908,440,238,0,432,282,0,0,256,11661,0,0,607,1038,565,0,223,848,0,0,354
约克城,7,107051,4,2,2,1,0,0,0,0,74,33,975,0,0,60,75,45,0,33,13,32.5,39,0,1213,0,0,75,94,45,0,33,13,32.5,39,0,1688,0,0,104,131,45,0,33,13,32.5,39,0,2402,0,0,148,187,45,0,33,13,32.5,39,0,23775,0,0,1176,744,222,0,486,198,0,0,0,11888,0,0,593,1202,521,0,0,762,0,0,0
企业,7,107061,5,3,2,1,0,0,0,0,83,36,1042,0,0,62,83,49,0,37,19,32.5,93,0,1296,0,0,77,104,49,0,37,19,32.5,93,0,1804,0,0,108,145,49,0,37,19,32.5,93,0,2566,0,0,154,207,49,0,37,19,32.5,93,0,25405,0,0,1224,826,242,0,540,276,0,0,0,12703,0,0,581,863,568,0,0,354,0,0,0
大黄蜂,7,107071,4,2,2,1,0,0,0,0,76,33,979,0,0,58,76,45,0,33,13,32.5,15,0,1218,0,0,72,95,45,0,33,13,32.5,15,0,1696,0,0,100,133,45,0,33,13,32.5,15,0,2412,0,0,143,189,45,0,33,13,32.5,15,0,23890,0,0,1132,756,222,0,486,198,0,0,0,11940,0,0,605,1197,521,0,0,762,0,0,0
胡蜂,7,107081,3,2,2,1,0,0,0,0,61,32,816,0,0,51,62,43,0,30,12,29.5,20,0,1015,0,0,64,77,43,0,30,12,29.5,20,0,1413,0,0,89,108,43,0,30,12,29.5,20,0,2010,0,0,126,154,43,0,30,12,29.5,20,0,19905,0,0,1000,612,216,0,450,180,0,0,0,11937,0,0,617,1193,504,0,0,765,0,0,0
埃塞克斯,7,107091,5,3,2,1,0,0,0,0,82,36,1108,0,0,63,83,48,0,30,13,33,90,0,1378,0,0,78,104,48,0,30,13,33,90,0,1919,0,0,109,145,48,0,30,13,33,90,0,2730,0,0,155,206,48,0,30,13,33,90,0,27030,0,0,1232,822,238,0,450,198,0,0,0,16212,0,0,576,1166,565,0,0,762,0,0,0
邦克山,7,107171,5,3,2,1,0,0,0,0,80,36,1102,0,0,58,81,48,0,28,13,33,35,0,1371,0,0,72,101,48,0,28,13,33,35,0,1908,0,0,101,141,48,0,28,13,33,35,0,2715,0,0,144,202,48,0,28,13,33,35,0,26880,0,0,1144,804,238,0,420,198,0,0,0,16128,0,0,600,1177,565,0,5,762,0,0,0
独立,6,107221,4,2,2,1,0,0,0,0,57,50,800,0,0,50,58,67,0,29,21,31,78,26,995,0,0,62,72,67,0,29,21,31,78,32,1385,0,0,87,101,67,0,29,21,31,78,45,1970,0,0,124,144,67,0,29,21,31,78,65,19505,0,0,984,572,332,0,426,306,0,0,258,11697,0,0,615,1172,786,0,229,1049,0,0,357
巴丹,6,107291,4,2,2,1,0,0,0,0,65,55,835,0,0,52,65,73,0,29,21,31,65,17,1039,0,0,65,81,73,0,29,21,31,65,21,1446,0,0,90,113,73,0,29,21,31,65,30,2057,0,0,128,162,73,0,29,21,31,65,43,20370,0,0,1016,646,364,0,432,306,0,0,170,12216,0,0,614,1203,866,0,223,1049,0,0,264
香格里拉,7,107381,5,3,2,1,0,0,0,0,82,36,1108,0,0,63,82,48,0,31,13,33,83,0,1378,0,0,78,102,48,0,31,13,33,83,0,1919,0,0,109,143,48,0,31,13,33,83,0,2730,0,0,155,204,48,0,31,13,33,83,0,27030,0,0,1232,816,238,0,462,198,0,0,0,16212,0,0,576,1170,565,0,-2,762,0,0,0
鲦鱼,8,108011,4,2,1,1,243,13,96,0,0,25,273,13,97,0,0,33,0,61,9,16.8,68,0,340,16,121,0,0,33,0,61,9,16.8,68,0,473,23,169,0,0,33,0,61,9,16.8,68,0,672,33,241,0,0,33,0,61,9,16.8,68,0,6650,130,960,0,0,164,0,906,126,0,0,0,6650,305,1200,0,0,391,0,-7,779,0,0,0
大青花鱼,8,108021,5,3,1,1,243,11,100,0,0,26,310,11,101,0,0,35,0,66,9,16.8,79,0,386,14,126,0,0,35,0,66,9,16.8,79,0,537,19,176,0,0,35,0,66,9,16.8,79,0,764,28,252,0,0,35,0,66,9,16.8,79,0,7565,112,1004,0,0,174,0,978,126,0,0,0,7555,263,1251,0,0,411,0,0,779,0,0,0
棘鳍,8,108031,5,3,1,1,243,12,100,0,0,26,306,12,101,0,0,34,0,66,9,16.8,78,0,381,15,126,0,0,34,0,66,9,16.8,78,0,530,21,176,0,0,34,0,66,9,16.8,78,0,754,30,251,0,0,34,0,66,9,16.8,78,0,7465,122,1002,0,0,170,0,972,126,0,0,0,7465,283,1248,0,0,400,0,6,779,0,0,0
女灶神,12,112011,4,2,1,1,0,9,0,0,0,46,771,9,0,28,0,62,0,37,6,16,79,0,959,11,0,35,0,62,0,37,6,16,79,0,1335,16,0,49,0,62,0,37,6,16,79,0,1899,23,0,70,0,62,0,37,6,16,79,0,18805,92,0,556,0,308,0,552,96,0,0,0,11277,216,0,382,0,727,0,0,1179,0,0,0
西雅图,2,199011,5,3,1,1,0,49,0,0,0,43,924,33,0,70,0,57,0,54,28,33,0,37,924,33,0,70,0,57,0,54,28,33,0,46,924,33,0,70,0,57,0,54,28,33,0,65,924,33,0,70,0,57,0,54,28,33,0,93,22545,652,0,1364,0,286,0,792,414,0,0,370,0,443,0,528,0,674,0,3,726,0,0,428
佐治亚,5,199021,5,3,3,1,0,124,0,0,0,45,1459,84,0,79,0,60,0,23,9,33,0,0,1459,84,0,79,0,60,0,23,9,33,0,0,1459,84,0,79,0,60,0,23,9,33,0,0,1459,84,0,79,0,60,0,23,9,33,0,0,35580,1656,0,1540,0,298,0,342,138,0,0,0,0,333,0,425,0,707,0,278,172,0,0,0
女将,1,201011,3,2,1,2,0,12,67,0,0,53,221,12,68,29,0,70,0,68,79,44.4,72,43,275,15,85,36,0,70,0,68,79,44.4,72,54,383,21,118,50,0,70,0,68,79,44.4,72,75,544,30,169,71,0,70,0,68,79,44.4,72,107,5390,118,670,560,0,350,0,1008,1164,0,0,428,5380,280,1210,385,0,828,0,-591,-879,0,0,444
阿卡司塔,1,201021,3,2,1,2,0,12,67,0,0,53,221,13,68,29,0,71,0,63,78,42,43,42,275,16,85,36,0,71,0,63,78,42,43,52,383,22,119,50,0,71,0,63,78,42,43,73,544,32,169,71,0,71,0,63,78,42,43,105,5390,124,674,560,0,352,0,930,1152,0,0,418,5380,296,1206,385,0,833,0,-543,-872,0,0,443
热心,1,201031,3,2,1,2,0,12,67,0,0,53,221,13,68,29,0,71,0,63,78,42,35,42,275,16,85,36,0,71,0,63,78,42,35,52,383,22,119,50,0,71,0,63,78,42,35,73,544,32,169,71,0,71,0,63,78,42,35,105,5390,124,674,560,0,352,0,930,1152,0,0,418,5380,296,1206,385,0,833,0,-543,-872,0,0,443
小猎兔犬,1,201061,2,1,1,2,0,12,66,0,0,52,218,12,67,28,0,70,0,64,78,42,71,47,271,15,84,35,0,70,0,64,78,42,71,59,377,21,117,49,0,70,0,64,78,42,71,82,536,30,166,69,0,70,0,64,78,42,71,117,5305,120,662,548,0,346,0,948,1152,0,0,468,5305,278,1205,375,0,824,0,-556,-872,0,0,448
大斗犬,1,201071,2,1,1,2,0,12,66,0,0,52,218,12,67,28,0,70,0,64,78,42,65,48,271,15,84,35,0,70,0,64,78,42,65,60,377,21,117,49,0,70,0,64,78,42,65,84,536,30,166,69,0,70,0,64,78,42,65,120,5305,120,662,548,0,346,0,948,1152,0,0,478,5305,278,1205,375,0,824,0,-556,-872,0,0,449
彗星,1,201081,2,1,1,2,0,12,65,0,0,52,219,13,66,28,0,70,0,65,78,43.2,54,51,272,16,82,35,0,70,0,65,78,43.2,54,64,379,22,115,49,0,70,0,65,78,43.2,54,89,540,32,164,69,0,70,0,65,78,43.2,54,126,5345,124,650,552,0,348,0,960,1158,0,0,500,5345,296,1207,371,0,822,0,-560,-878,0,0,448
新月,1,201091,2,1,1,2,0,12,65,0,0,52,219,13,66,28,0,70,0,65,78,43.2,35,51,272,16,82,35,0,70,0,65,78,43.2,35,64,379,22,115,49,0,70,0,65,78,43.2,35,89,540,32,164,69,0,70,0,65,78,43.2,35,126,5345,124,650,552,0,348,0,960,1158,0,0,500,5345,296,1207,371,0,822,0,-560,-878,0,0,448
小天鹅,1,201101,2,1,1,2,0,12,65,0,0,52,219,13,66,28,0,70,0,65,78,43.2,72,52,272,16,82,35,0,70,0,65,78,43.2,72,65,379,22,115,49,0,70,0,65,78,43.2,72,90,540,32,164,69,0,70,0,65,78,43.2,72,129,5345,124,650,552,0,348,0,960,1158,0,0,510,5345,296,1207,371,0,822,0,-560,-878,0,0,448
狐提,1,201111,2,1,1,2,0,13,65,0,0,53,221,13,66,28,0,70,0,66,78,42.6,68,53,275,16,82,35,0,70,0,66,78,42.6,68,66,383,23,115,49,0,70,0,66,78,42.6,68,92,545,33,164,69,0,70,0,66,78,42.6,68,131,5400,130,654,548,0,350,0,972,1152,0,0,520,5390,305,1203,375,0,828,0,-567,-872,0,0,445
命运女神,1,201121,3,2,1,2,0,13,67,0,0,53,226,13,67,29,0,72,0,66,78,42.6,68,54,281,16,84,36,0,72,0,66,78,42.6,68,67,391,23,117,50,0,72,0,66,78,42.6,68,94,557,33,167,71,0,72,0,66,78,42.6,68,134,5510,132,668,560,0,356,0,972,1152,0,0,530,5510,311,1207,385,0,844,0,-567,-872,0,0,443
格伦维尔,1,201131,4,2,1,2,0,16,68,0,0,55,245,16,69,31,0,74,0,67,78,43.2,32,53,305,20,86,39,0,74,0,67,78,43.2,32,66,424,28,120,54,0,74,0,67,78,43.2,32,92,603,39,171,76,0,74,0,67,78,43.2,32,132,5965,156,682,600,0,368,0,996,1158,0,0,526,5965,369,1208,413,0,870,0,-584,-878,0,0,443
萤火虫,1,201141,4,2,1,2,0,14,69,0,0,55,228,15,70,31,0,74,0,68,78,43.2,36,53,284,19,87,39,0,74,0,68,78,43.2,36,66,395,26,122,54,0,74,0,68,78,43.2,36,92,561,37,174,76,0,74,0,68,78,43.2,36,132,5550,144,692,600,0,368,0,1008,1158,0,0,526,5550,344,1209,413,0,870,0,-591,-878,0,0,443
勇敢,1,201161,4,2,1,2,0,15,70,0,0,55,245,15,71,29,0,74,0,72,78,43.2,40,47,305,19,89,36,0,74,0,72,78,43.2,40,59,424,26,124,51,0,74,0,72,78,43.2,40,82,603,37,176,72,0,74,0,72,78,43.2,40,117,5965,148,700,576,0,366,0,1068,1158,0,0,466,5965,347,1210,392,0,872,0,-626,-878,0,0,450
猎人,1,201201,3,2,1,2,0,14,66,0,0,54,221,14,67,29,0,72,0,70,78,43.2,24,46,275,18,84,36,0,72,0,70,78,43.2,24,57,383,25,117,50,0,72,0,70,78,43.2,24,80,544,35,167,72,0,72,0,70,78,43.2,24,114,5390,140,664,572,0,360,0,1032,1158,0,0,454,5380,325,1206,388,0,848,0,-602,-878,0,0,447
标枪,1,201211,4,2,1,2,0,15,70,0,0,57,255,15,71,30,0,76,0,71,78,43.2,65,53,317,19,89,37,0,76,0,71,78,43.2,65,66,441,26,124,52,0,76,0,71,78,43.2,65,92,628,37,176,74,0,76,0,71,78,43.2,65,132,6215,146,700,584,0,378,0,1050,1158,0,0,526,6215,349,1210,399,0,897,0,-615,-878,0,0,443
天后,1,201221,3,2,1,2,0,14,68,0,0,55,248,14,69,29,0,74,0,71,78,43.2,40,52,308,18,86,36,0,74,0,71,78,43.2,40,65,429,25,120,50,0,74,0,71,78,43.2,40,90,610,35,171,72,0,74,0,71,78,43.2,40,129,6040,142,680,568,0,366,0,1050,1158,0,0,510,6030,331,1210,392,0,872,0,-615,-878,0,0,448
吸血鬼,1,201231,4,2,1,2,0,13,70,0,0,54,212,13,71,29,0,72,0,61,73,40.8,42,51,264,16,89,36,0,72,0,61,73,40.8,42,64,367,23,124,50,0,72,0,61,73,40.8,42,89,522,33,177,72,0,72,0,61,73,40.8,42,127,5170,130,704,568,0,360,0,900,1074,0,0,504,5160,305,1208,392,0,848,0,-525,-827,0,0,446
丘比特,1,201241,3,2,1,2,0,14,68,0,0,55,248,14,69,29,0,74,0,71,78,43.2,52,52,308,18,86,36,0,74,0,71,78,43.2,52,65,429,25,120,50,0,74,0,71,78,43.2,52,90,610,35,171,72,0,74,0,71,78,43.2,52,129,6040,142,680,568,0,366,0,1050,1158,0,0,510,6030,331,1210,392,0,872,0,-615,-878,0,0,448
泽西,1,201251,3,2,1,2,0,14,68,0,0,55,248,14,69,29,0,74,0,71,78,43.2,20,52,308,18,86,36,0,74,0,71,78,43.2,20,65,429,25,120,50,0,74,0,71,78,43.2,20,90,610,35,171,72,0,74,0,71,78,43.2,20,129,6040,142,680,568,0,366,0,1050,1158,0,0,510,6030,331,1210,392,0,872,0,-615,-878,0,0,448
无敌,1,201261,4,2,1,2,0,14,74,0,0,55,271,14,75,29,0,74,0,66,78,43.2,76,55,337,17,94,36,0,74,0,66,78,43.2,76,69,470,24,131,51,0,74,0,66,78,43.2,76,96,668,35,186,72,0,74,0,66,78,43.2,76,137,6620,138,742,576,0,366,0,972,1158,0,0,546,6610,327,1202,392,0,872,0,-567,-878,0,0,438
火枪手,1,201271,4,2,1,2,0,14,75,0,0,55,271,14,76,29,0,74,0,65,78,43.2,67,55,337,17,95,36,0,74,0,65,78,43.2,67,69,470,24,132,50,0,74,0,65,78,43.2,67,96,668,35,189,72,0,74,0,65,78,43.2,67,137,6620,138,752,572,0,368,0,960,1158,0,0,546,6610,327,1200,388,0,870,0,-560,-878,0,0,438
回声,1,201291,3,2,1,2,0,13,67,0,0,53,226,14,68,28,0,71,0,65,78,42.6,65,51,281,17,85,35,0,71,0,65,78,42.6,65,64,391,24,118,49,0,71,0,65,78,42.6,65,89,556,34,169,70,0,71,0,65,78,42.6,65,127,5505,134,670,556,0,354,0,960,1152,0,0,504,5495,316,1210,382,0,839,0,-560,-872,0,0,446
利安得,2,202011,2,1,1,2,0,27,50,0,0,47,558,27,50,61,0,63,0,50,30,32.5,44,30,694,34,62,76,0,63,0,50,30,32.5,44,37,966,47,87,106,0,63,0,50,30,32.5,44,52,1375,67,124,150,0,63,0,50,30,32.5,44,75,13615,266,496,1192,0,314,0,732,438,0,0,298,3401,634,1112,590,0,744,0,0,727,0,0,388
阿基里斯,2,202021,3,2,1,2,0,30,60,0,0,48,509,30,61,55,0,64,0,51,28,32.5,54,31,633,37,76,69,0,64,0,51,28,32.5,54,39,882,52,106,96,0,64,0,51,28,32.5,54,54,1254,75,151,137,0,64,0,51,28,32.5,54,77,12420,298,600,1088,0,320,0,750,414,0,0,304,3723,707,1189,608,0,753,0,0,726,0,0,397
阿贾克斯,2,202031,3,2,1,2,0,30,60,0,0,48,509,30,61,55,0,64,0,51,28,32.5,74,31,633,37,76,69,0,64,0,51,28,32.5,74,39,882,52,106,96,0,64,0,51,28,32.5,74,54,1254,75,151,137,0,64,0,51,28,32.5,74,77,12420,298,600,1088,0,320,0,750,414,0,0,304,3723,707,1189,608,0,753,0,0,726,0,0,397
南安普顿,2,202071,3,2,1,2,0,28,50,0,0,47,637,28,51,58,0,63,0,54,29,32,32,25,792,35,64,72,0,63,0,54,29,32,32,31,1103,49,89,101,0,63,0,54,29,32,32,43,1569,69,126,143,0,63,0,54,29,32,32,62,15535,276,500,1136,0,314,0,792,432,0,0,244,3105,654,1117,601,0,744,0,3,723,0,0,349
谢菲尔德,2,202081,4,2,1,2,0,28,54,0,0,50,656,29,55,67,0,67,0,55,29,32,78,21,816,36,69,83,0,67,0,55,29,32,78,26,1136,50,96,116,0,67,0,55,29,32,78,37,1615,72,137,165,0,67,0,55,29,32,78,52,15990,284,544,1304,0,334,0,810,432,0,0,208,3198,676,1152,556,0,791,0,0,723,0,0,306
爱丁堡,2,202111,4,2,1,2,0,29,52,0,0,48,789,29,52,59,0,65,0,55,29,32,37,24,981,36,65,74,0,65,0,55,29,32,37,30,1366,50,91,103,0,65,0,55,29,32,37,42,1943,72,129,146,0,65,0,55,29,32,37,60,19240,286,516,1160,0,322,0,810,432,0,0,240,0,682,1131,595,0,758,0,0,723,0,0,337
贝尔法斯特,2,202121,5,3,1,2,0,33,63,0,0,50,686,33,64,55,0,67,0,55,28,32,88,35,853,41,80,69,0,67,0,55,28,32,88,44,1188,57,111,96,0,67,0,55,28,32,88,61,1689,82,159,136,0,67,0,55,28,32,88,87,16720,326,632,1080,0,334,0,810,408,0,0,348,3344,777,1200,608,0,791,0,0,732,0,0,416
阿瑞托莎,2,202131,3,2,1,2,0,28,50,0,0,51,482,29,50,61,0,69,0,58,29,32,69,28,600,36,62,76,0,69,0,58,29,32,69,35,835,50,87,106,0,69,0,58,29,32,69,49,1188,72,124,151,0,69,0,58,29,32,69,69,11765,284,496,1204,0,342,0,864,432,0,0,274,4114,676,1112,585,0,806,0,0,723,0,0,372
加拉蒂亚,2,202141,3,2,1,2,0,28,50,0,0,51,482,29,50,61,0,69,0,58,29,32,26,22,600,36,62,76,0,69,0,58,29,32,26,28,835,50,87,106,0,69,0,58,29,32,26,39,1188,72,124,151,0,69,0,58,29,32,26,55,11765,284,496,1204,0,342,0,864,432,0,0,222,4114,676,1112,585,0,806,0,0,723,0,0,315
欧若拉,2,202151,4,2,1,2,0,30,51,0,0,53,497,30,52,63,0,72,0,59,29,32,84,26,618,37,65,79,0,72,0,59,29,32,84,33,860,52,90,110,0,72,0,59,29,32,84,46,1224,74,129,156,0,72,0,59,29,32,84,65,12110,296,510,1240,0,356,0,870,432,0,0,260,4239,702,1129,574,0,844,0,0,723,0,0,355
斐济,2,202161,3,2,1,2,0,29,49,0,0,50,617,29,50,48,0,67,0,59,29,32,11,28,767,36,62,60,0,67,0,59,29,32,11,35,1068,51,87,83,0,67,0,59,29,32,11,49,1519,73,124,118,0,67,0,59,29,32,11,70,15040,290,492,932,0,334,0,870,432,0,0,280,3758,685,1107,617,0,791,0,0,723,0,0,372
牙买加,2,202171,3,2,1,2,0,29,49,0,0,50,625,29,50,62,0,67,0,58,29,32,67,30,778,36,62,77,0,67,0,58,29,32,67,37,1083,51,87,108,0,67,0,58,29,32,67,52,1540,72,124,154,0,67,0,58,29,32,67,74,15250,288,494,1220,0,332,0,864,432,0,0,294,3810,680,1105,582,0,786,0,0,723,0,0,388
小贝法,2,202181,4,2,1,2,0,29,60,0,0,51,558,29,61,53,0,68,0,55,28,32,89,36,694,36,76,66,0,68,0,55,28,32,89,45,966,51,106,92,0,68,0,55,28,32,89,63,1375,73,151,131,0,68,0,55,28,32,89,89,13610,290,602,1040,0,340,0,810,408,0,0,354,2722,685,1187,611,0,800,0,0,732,0,0,423
纽卡斯尔,2,202191,3,2,1,2,0,26,52,0,0,49,637,27,53,66,0,66,0,55,29,32,78,20,792,34,66,82,0,66,0,55,29,32,78,25,1103,47,92,114,0,66,0,55,29,32,78,35,1569,67,132,163,0,66,0,55,29,32,78,50,15535,264,524,1288,0,326,0,810,432,0,0,202,3105,629,1136,561,0,777,0,0,723,0,0,294
天狼星,2,202201,5,3,1,2,0,28,29,0,0,50,647,28,30,74,0,67,0,58,28,32.25,70,40,805,35,37,92,0,67,0,58,28,32.25,70,50,1120,49,52,128,0,67,0,58,28,32.25,70,70,1593,69,74,182,0,67,0,58,28,32.25,70,99,15770,276,294,1444,0,332,0,858,414,0,0,396,3154,654,696,484,0,786,0,-13,726,0,0,437
库拉索,2,202211,3,2,1,2,0,24,0,0,0,50,510,25,0,29,0,67,0,58,26,29,24,13,634,31,0,36,0,67,0,58,26,29,24,16,883,43,0,50,0,67,0,58,26,29,24,22,1257,62,0,71,0,67,0,58,26,29,24,32,12445,244,0,564,0,334,0,852,390,0,0,124,3734,581,0,381,0,791,0,-17,730,0,0,206
杓鹬,2,202221,3,2,1,2,0,23,0,0,0,52,477,24,0,33,0,70,0,57,26,29,45,13,593,30,0,41,0,70,0,57,26,29,45,16,826,42,0,58,0,70,0,57,26,29,45,22,1176,59,0,82,0,70,0,57,26,29,45,32,11645,234,0,656,0,346,0,840,390,0,0,124,3491,554,0,439,0,824,0,-15,730,0,0,206
确捷,2,202231,5,3,1,2,0,30,68,0,0,52,650,30,69,57,0,70,0,56,28,32,44,36,808,37,86,71,0,70,0,56,28,32,44,45,1125,52,120,99,0,70,0,56,28,32,44,63,1601,75,171,141,0,70,0,56,28,32,44,89,15845,298,682,1124,0,346,0,828,408,0,0,356,4754,707,1208,602,0,824,0,-8,732,0,0,421
